player_name(team_name),m1(run),m1(bowl),m1(sr),m1(op),m1(vnu),m2(run),m2(bowl),m2(sr),m2(4),m2(6),m2(op),m2(vnu),m3(run),m3(bowl),m3(sr),m3(4),m3(6),m3(op),m3(vnu),m4(run),m4(bowl),m4(sr),m4(4),m4(6),m4(op),m4(vnu),m5(run),m5(bowl),m5(sr),m5(4),m5(6),m5(op),m5(vnu),m6(run),m6(bowl),m6(sr),m6(4),m6(6),m6(op),m6(vnu),m7(run),m7(bowl),m7(sr),m7(4),m7(6),m7(op),m7(vnu),m8(run),m8(bowl),m8(sr),m8(4),m8(6),m8(op),m8(vnu),m9(run),m9(bowl),m9(sr),m9(4),m9(6),m9(op),m9(vnu),m10(run),m10(bowl),m10(sr),m10(4),m10(6),m10(op),m10(vnu),t(50),t(100),t(4),t(6),truns,tbf,avg.run,avg.sr,rf(50),rf(100),drb,truns(%),tbf(%),country,player_role,match_format,venue_type,opposition,pitch_type,weather,opposition_strength,recent_form_score,consistency_score,performance_label,source_file,wickets,m1(rab),m1(4),m1(6),m1(over),m1(wic),m1(mdn),m1(ecn),m1(w/l),m2(rab),m2(over),m2(wic),m2(mdn),m2(ecn),m2(w/l),m3(rab),m3(over),m3(wic),m3(mdn),m3(ecn),m3(w/l),m4(rab),m4(over),m4(wic),m4(mdn),m4(ecn),m4(w/l),m5(rab),m5(over),m5(wic),m5(mdn),m5(ecn),m5(w/l),m6(rab),m6(over),m6(wic),m6(mdn),m6(ecn),m6(w/l),m7(rab),m7(over),m7(wic),m7(mdn),m7(ecn),m7(w/l),m8(rab),m8(over),m8(wic),m8(mdn),m8(ecn),m8(w/l),m9(rab),m9(over),m9(wic),m9(mdn),m9(ecn),m9(w/l),m10(rab),m10(over),m10(wic),m10(mdn),m10(ecn),m10(w/l),t.wic,t.mdn,avg.rab,avg.bf,batting.sr,avg.over,avg.run.given,ecn,trab,t.over,ballsbowled,trungiven,bsr,unnamed:_0
Imran Farhat,16.73,8.02,44.25,Australia,Dubai,51.67,44.74,212.93,2.01,1.03,Australia,Dubai,49.02,46.69,113.8,3.05,2.92,Australia,Dubai,55.23,54.81,104.84,5.76,1.92,Australia,Dubai,53.03,76.69,130.83,2.87,4.17,Australia,Dubai,55.65,73.11,74.7,4.09,3.0,Australia,Dubai,24.23,38.53,24.13,0.0,0.0,Australia,Dubai,24.07,20.22,46.2,2.07,0.0,Australia,Dubai,117.66,117.11,235.33,0.0,0.0,Australia,Dubai,12.5,27.99,138.27,0.0,2.09,Australia,Dubai,5.06,1.04,20.97,14.94,450.33,502.11,46.82,88.05,0.48,0.1,-49.8,4.52,5.28,Australia,Batsman,ODI,Neutral,India,Balanced,Clear,88.93,40.99,42.14,33.17,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haris Sohail,44.27,69.77,38.68,Australia,Dubai,49.14,74.15,63.0,3.14,0.0,Australia,Dubai,50.26,74.36,67.59,5.09,0.0,Australia,Dubai,29.58,38.79,73.93,2.88,0.0,Australia,Dubai,34.43,56.73,124.74,3.9,3.06,Australia,Dubai,60.41,57.85,63.17,4.15,3.15,Australia,Dubai,51.88,67.31,150.46,3.03,3.04,Australia,Dubai,8.1,16.39,339.79,0.0,0.0,Australia,Dubai,8.15,13.08,123.44,1.94,0.0,Australia,Dubai,12.5,31.16,151.09,1.04,0.0,Australia,Dubai,3.83,0.0,26.98,8.85,350.77,514.99,36.01,69.33,0.39,0.0,-155.55,3.42,4.87,Australia,Batsman,ODI,Home,Sri Lanka,Balanced,Overcast,65.87,30.42,72.33,28.37,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hammad Azam,19.86,20.42,87.53,Australia,Dubai,18.77,25.87,97.12,2.09,0.0,Australia,Dubai,19.22,21.36,70.94,1.99,0.0,Australia,Dubai,18.32,20.02,89.68,1.95,0.0,Australia,Dubai,15.51,12.91,104.13,0.0,0.0,Australia,Dubai,76.77,53.99,153.18,2.87,1.93,Australia,Dubai,69.59,45.17,106.51,2.96,3.95,Australia,Dubai,47.07,45.2,143.15,0.0,0.0,Australia,Dubai,4.97,6.13,47.65,0.0,0.0,Australia,Dubai,47.52,53.12,77.29,3.06,0.0,Australia,Dubai,2.07,0.0,19.59,6.12,333.46,306.27,32.72,106.77,0.2,0.0,25.2,3.33,3.06,Australia,Batsman,ODI,Home,Sri Lanka,Balanced,Overcast,65.27,16.53,60.77,32.73,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babar Azam,38.56,27.93,65.84,Australia,Dubai,82.69,74.47,140.02,4.13,2.09,Australia,Dubai,89.15,75.56,115.62,6.2,4.96,Australia,Dubai,5.74,2.05,304.75,0.0,0.99,Australia,Dubai,5.07,5.88,35.22,0.0,0.0,Australia,Dubai,7.64,18.22,68.86,0.0,0.0,Australia,Dubai,0.0,3.83,88.5,0.0,0.0,Australia,Dubai,75.62,87.61,229.98,0.0,0.0,Australia,Dubai,0.0,3.89,86.73,0.0,0.0,Australia,Dubai,12.38,18.57,54.72,0.0,0.0,Australia,Dubai,3.02,0.0,10.52,7.76,327.36,310.29,31.87,98.26,0.3,0.0,3.0,3.05,3.14,Australia,Batsman,ODI,Home,Pakistan,Batting,Humid,84.75,36.99,51.27,32.12,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fawad Alam,0.97,8.84,75.27,Australia,Dubai,3.93,7.09,10.59,0.0,0.0,Australia,Dubai,3.81,7.02,59.24,0.0,0.0,Australia,Dubai,3.14,5.13,57.08,0.0,0.0,Australia,Dubai,6.97,10.49,170.23,0.0,0.0,Australia,Dubai,23.27,20.77,163.33,0.0,0.0,Australia,Dubai,2.07,5.87,253.87,0.0,0.0,Australia,Dubai,11.48,15.73,152.18,0.0,0.0,Australia,Dubai,40.5,41.7,22.39,3.05,4.05,Australia,Dubai,26.55,35.78,45.18,1.03,0.0,Australia,Dubai,0.0,0.0,3.95,6.07,123.01,160.23,12.65,82.99,0.0,0.0,-31.35,1.3,1.49,Australia,Batsman,ODI,Home,South Africa,Batting,Overcast,80.28,18.53,55.58,15.82,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asif Ali,39.29,32.91,122.83,Australia,Dubai,20.16,27.3,77.59,3.92,0.0,Australia,Dubai,8.38,7.62,104.33,1.03,0.0,Australia,Dubai,0.0,1.04,0.0,0.0,0.0,Australia,Dubai,4.11,5.02,36.36,0.0,0.0,Australia,Dubai,57.5,53.87,108.1,7.6,1.02,Australia,Dubai,9.73,19.12,52.42,0.96,0.0,Australia,Dubai,22.15,25.34,86.91,2.94,1.04,Australia,Dubai,4.77,13.07,37.67,0.0,0.0,Australia,Dubai,37.72,45.52,84.32,6.04,0.0,Australia,Dubai,0.95,0.0,28.97,3.14,194.62,237.63,21.34,92.73,0.1,0.0,-25.83,2.13,2.36,Australia,Batsman,ODI,Away,Sri Lanka,Bowling,Overcast,70.45,37.87,53.51,23.76,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asad Shafiq,0.0,2.99,0.0,Australia,Dubai,5.87,6.8,47.88,0.0,0.0,Australia,Dubai,5.98,7.04,122.79,0.0,0.0,Australia,Dubai,0.0,0.97,0.0,0.0,0.0,Australia,Dubai,1.92,2.9,47.42,0.0,0.0,Australia,Dubai,6.26,6.81,255.89,0.0,0.0,Australia,Dubai,3.09,4.07,0.0,0.0,0.0,Australia,Dubai,6.06,13.39,44.51,0.0,0.0,Australia,Dubai,18.86,31.73,56.49,2.87,0.0,Australia,Dubai,5.04,5.91,55.66,0.0,0.0,Australia,Dubai,0.0,0.0,2.89,0.0,51.77,81.54,5.29,64.78,0.0,0.0,-31.02,0.52,0.79,Australia,Batsman,ODI,Neutral,Pakistan,Batting,Overcast,81.0,41.4,67.94,11.34,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asad Ali,15.58,24.35,67.15,Australia,Dubai,6.09,9.29,63.96,0.0,0.0,Australia,Dubai,2.01,9.76,20.15,0.0,0.0,Australia,Dubai,48.0,67.7,69.38,4.95,0.0,Australia,Dubai,47.0,49.06,90.51,5.93,0.0,Australia,Dubai,16.39,17.47,97.92,0.0,1.02,Australia,Dubai,1.05,8.6,10.77,0.0,0.0,Australia,Dubai,3.99,6.24,69.88,0.96,0.0,Australia,Dubai,13.13,15.83,84.65,0.99,0.0,Australia,Dubai,10.35,17.82,60.06,0.0,0.96,Australia,Dubai,0.0,0.0,15.39,1.92,161.24,223.51,15.57,73.31,0.0,0.0,-68.07,1.6,2.34,Australia,Batsman,ODI,Neutral,Bangladesh,Batting,Humid,60.11,34.06,43.56,17.3,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnan Akmal,7.69,9.37,84.55,Australia,Dubai,31.48,50.79,60.67,2.87,0.0,Australia,Dubai,28.73,44.27,65.16,5.1,0.0,Australia,Dubai,8.29,12.5,59.23,0.0,1.04,Australia,Dubai,5.06,4.86,95.93,0.0,0.0,Australia,Dubai,9.04,11.47,77.48,0.99,0.0,Australia,Dubai,54.48,75.44,66.14,6.14,1.04,Australia,Dubai,107.24,111.82,94.65,7.88,2.86,Australia,Dubai,2.1,6.94,29.1,0.0,0.0,Australia,Dubai,0.99,1.98,47.56,0.0,0.0,Australia,Dubai,1.03,1.03,23.26,5.24,257.54,337.58,24.71,77.39,0.1,0.1,-82.39,2.56,3.23,Australia,Batsman,ODI,Home,West Indies,Bowling,Clear,68.37,20.15,68.28,17.35,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imad Wasim,8.05,13.35,57.2,Australia,Dubai,31.3,40.87,70.81,2.97,1.03,Australia,Dubai,62.42,81.58,78.24,4.93,1.99,Australia,Dubai,11.49,5.84,175.4,1.03,0.0,Australia,Dubai,28.83,29.97,96.03,0.0,2.03,Australia,Dubai,32.39,42.32,75.09,0.99,1.02,Australia,Dubai,44.54,66.28,44.17,0.0,0.0,Australia,Dubai,23.46,9.66,75.41,0.0,0.0,Australia,Dubai,0.0,2.92,36.34,0.0,0.0,Australia,Dubai,8.82,15.35,58.3,1.0,0.0,Australia,Dubai,1.0,0.0,11.39,6.85,254.96,304.09,24.39,80.59,0.1,0.0,-57.32,2.55,3.06,Australia,Batsman,ODI,Away,Pakistan,Balanced,Clear,82.43,36.92,69.75,18.74,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yonus Khan,0.0,1.05,23.8,Australia,Dubai,0.0,3.85,0.0,0.0,0.0,Australia,Dubai,34.43,42.03,109.66,5.81,1.05,Australia,Dubai,64.59,53.73,106.84,6.25,2.98,Australia,Dubai,4.76,26.2,20.7,0.0,0.0,Australia,Dubai,4.98,6.18,46.54,0.0,0.0,Australia,Dubai,34.58,23.88,75.2,0.0,0.0,Australia,Dubai,12.66,24.82,54.24,0.0,0.0,Australia,Dubai,0.0,1.92,12.81,0.0,0.0,Australia,Dubai,22.17,45.18,39.13,0.0,0.0,Australia,Dubai,0.95,0.0,11.89,4.02,185.99,226.48,18.44,74.66,0.1,0.0,-52.47,1.76,2.35,Australia,Batsman,ODI,Away,South Africa,Bowling,Clear,77.28,36.46,47.61,15.67,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassan Ali,12.2,18.73,62.9,Australia,Dubai,54.48,62.54,87.99,7.04,0.98,Australia,Dubai,31.94,54.52,64.2,2.09,0.98,Australia,Dubai,14.88,45.83,32.41,0.99,0.0,Australia,Dubai,38.33,54.15,72.96,2.86,0.0,Australia,Dubai,1.04,2.03,48.75,0.0,0.0,Australia,Dubai,15.27,34.13,44.62,0.0,0.0,Australia,Dubai,41.22,36.99,118.85,4.94,1.0,Australia,Dubai,0.0,18.29,0.0,0.0,0.0,Australia,Dubai,12.5,16.74,48.37,0.0,0.0,Australia,Dubai,1.04,0.0,19.54,3.0,218.29,349.03,23.0,65.12,0.1,0.0,-116.82,2.32,3.43,Australia,Batsman,ODI,Home,Sri Lanka,Batting,Humid,71.08,41.04,43.32,21.73,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Amir,54.76,76.15,72.72,Australia,Dubai,33.14,42.52,79.67,2.04,2.08,Australia,Dubai,9.01,22.17,41.82,0.0,0.0,Australia,Dubai,6.02,13.39,43.81,0.0,0.0,Australia,Dubai,23.26,21.86,75.54,0.0,0.0,Australia,Dubai,23.5,45.88,90.64,0.0,0.0,Australia,Dubai,22.97,62.57,54.68,0.0,0.0,Australia,Dubai,3.95,4.82,0.0,0.0,0.0,Australia,Dubai,4.93,5.98,88.14,0.0,0.0,Australia,Dubai,17.4,32.24,56.85,1.98,0.0,Australia,Dubai,1.03,0.0,9.08,4.77,192.42,316.35,19.17,60.08,0.1,0.0,-131.3,2.03,3.35,Australia,Batsman,ODI,Home,Sri Lanka,Batting,Humid,69.11,15.91,75.76,17.36,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umer Gull,49.77,43.52,127.24,Australia,Dubai,0.98,1.92,52.06,0.0,0.0,Australia,Dubai,77.01,76.64,104.78,4.79,4.02,Australia,Dubai,4.83,17.63,28.14,0.0,0.0,Australia,Dubai,13.23,19.47,65.45,0.0,0.99,Australia,Dubai,36.41,37.98,87.82,5.09,0.95,Australia,Dubai,57.9,64.91,90.68,5.82,1.9,Australia,Dubai,25.57,28.72,93.65,2.86,0.0,Australia,Dubai,5.18,15.42,34.36,0.0,0.0,Australia,Dubai,29.42,36.77,78.04,6.08,0.0,Australia,Dubai,3.1,0.0,29.86,10.47,311.25,329.79,30.03,85.56,0.3,0.0,-35.75,3.11,3.34,Australia,Batsman,ODI,Away,New Zealand,Batting,Humid,74.15,17.59,53.38,29.84,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahab Riaz,39.11,67.11,56.86,Australia,Dubai,19.69,46.67,40.79,0.0,0.0,Australia,Dubai,61.11,61.9,91.6,2.06,2.01,Australia,Dubai,19.3,48.2,42.59,1.91,0.0,Australia,Dubai,77.14,94.48,83.41,3.1,2.9,Australia,Dubai,3.05,5.11,59.08,0.0,0.0,Australia,Dubai,0.0,4.08,0.0,0.0,0.0,Australia,Dubai,1.04,8.17,12.55,0.0,0.0,Australia,Dubai,122.44,121.8,103.62,9.18,4.77,Australia,Dubai,32.68,50.95,64.67,1.05,0.0,Australia,Dubai,1.94,1.03,17.07,10.64,379.15,524.82,39.01,70.82,0.21,0.1,-134.52,3.79,5.19,Australia,Batsman,ODI,Neutral,Pakistan,Balanced,Overcast,83.9,39.84,70.22,30.75,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Shahzad,9.39,18.54,45.58,Australia,Dubai,0.98,11.72,8.06,0.0,0.0,Australia,Dubai,55.48,52.08,110.82,3.06,1.01,Australia,Dubai,22.88,34.41,63.54,3.11,0.97,Australia,Dubai,74.72,57.79,124.31,0.99,4.82,Australia,Dubai,27.86,30.8,89.4,4.95,0.0,Australia,Dubai,60.93,56.23,105.81,5.17,2.94,Australia,Dubai,74.64,85.54,90.78,8.13,0.0,Australia,Dubai,60.17,48.72,126.32,4.9,3.04,Australia,Dubai,32.32,46.81,71.17,2.01,0.0,Australia,Dubai,4.99,0.0,33.7,13.4,440.65,439.6,41.52,91.28,0.49,0.0,-22.88,4.31,4.58,Australia,Batsman,ODI,Away,South Africa,Balanced,Overcast,80.77,35.66,43.76,29.72,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadab Khan,10.15,17.92,56.32,Australia,Dubai,41.83,55.58,70.28,5.14,0.0,Australia,Dubai,31.2,32.18,103.84,0.97,2.96,Australia,Dubai,82.64,87.8,95.96,5.84,2.92,Australia,Dubai,14.91,18.76,86.47,2.1,0.0,Australia,Dubai,55.74,65.02,78.51,4.97,1.0,Australia,Dubai,5.05,15.89,31.9,0.0,0.0,Australia,Dubai,40.33,73.14,53.93,3.11,1.93,Australia,Dubai,0.0,1.99,0.0,0.0,0.0,Australia,Dubai,9.16,15.55,59.22,0.0,1.05,Australia,Dubai,2.03,0.0,22.27,9.98,279.42,399.2,27.81,70.83,0.19,0.0,-103.08,2.83,3.92,Australia,Batsman,ODI,Away,Afghanistan,Batting,Humid,53.21,17.01,76.17,20.19,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohail Tanveer,36.83,81.22,49.17,Australia,Dubai,17.07,21.1,84.93,2.91,0.0,Australia,Dubai,1.01,6.19,16.0,0.0,0.0,Australia,Dubai,104.96,119.7,81.72,13.17,0.0,Australia,Dubai,0.0,1.03,0.0,0.0,0.0,Australia,Dubai,50.04,81.63,62.7,2.03,0.0,Australia,Dubai,3.03,3.82,0.0,0.0,0.0,Australia,Dubai,2.86,2.02,87.74,0.0,0.0,Australia,Dubai,21.84,47.53,46.68,1.02,0.0,Australia,Dubai,3.09,7.32,43.52,0.0,0.0,Australia,Dubai,0.95,0.98,19.74,0.95,246.67,381.03,23.18,65.51,0.1,0.1,-130.54,2.38,3.83,Australia,Batsman,ODI,Neutral,Pakistan,Bowling,Humid,82.32,23.86,45.38,20.45,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anwar Ali,0.0,8.61,0.0,Australia,Dubai,13.46,16.14,91.45,3.14,0.0,Australia,Dubai,43.84,56.47,81.52,6.7,0.0,Australia,Dubai,0.0,5.71,0.0,0.0,0.0,Australia,Dubai,58.93,80.56,79.98,6.23,0.0,Australia,Dubai,0.0,0.97,0.0,0.0,0.0,Australia,Dubai,8.03,23.96,34.89,0.0,0.0,Australia,Dubai,27.2,39.46,69.78,0.0,0.0,Australia,Dubai,4.04,5.15,89.67,0.0,0.0,Australia,Dubai,49.9,57.85,84.27,5.99,0.0,Australia,Dubai,1.92,0.0,22.63,0.0,219.44,288.71,21.79,70.51,0.2,0.0,-87.79,2.08,2.99,Australia,Batsman,ODI,Away,Afghanistan,Batting,Overcast,52.92,26.71,52.96,20.7,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fakhar Zaman,95.7,93.9,101.47,Australia,Dubai,35.93,44.2,84.11,1.98,0.96,Australia,Dubai,36.98,39.18,88.84,3.93,0.0,Australia,Dubai,2.86,4.89,58.71,0.0,0.0,Australia,Dubai,80.79,90.96,84.23,7.28,1.02,Australia,Dubai,24.95,39.23,62.91,1.96,0.0,Australia,Dubai,109.43,121.91,90.19,9.24,2.1,Australia,Dubai,25.92,39.14,68.61,0.98,0.96,Australia,Dubai,67.13,91.28,82.04,5.02,0.98,Australia,Dubai,1.9,11.17,18.43,0.0,0.0,Australia,Dubai,2.9,1.01,39.22,8.63,483.09,595.62,46.54,87.33,0.31,0.1,-101.49,4.71,5.74,Australia,Batsman,ODI,Home,New Zealand,Batting,Humid,80.54,33.53,52.03,31.52,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amer Yameen,26.79,27.18,102.04,Australia,Dubai,74.1,79.5,91.96,6.11,0.98,Australia,Dubai,5.72,7.2,84.05,1.01,0.0,Australia,Dubai,4.75,12.37,37.72,0.0,0.0,Australia,Dubai,3.82,8.81,45.0,0.0,0.0,Australia,Dubai,20.05,20.8,104.33,0.0,1.93,Australia,Dubai,0.97,3.96,24.74,0.0,0.0,Australia,Dubai,15.29,11.84,125.01,1.93,0.0,Australia,Dubai,33.5,39.9,87.07,0.0,2.06,Australia,Dubai,89.36,72.42,119.42,7.79,3.82,Australia,Dubai,1.91,0.0,21.63,9.44,267.95,279.29,28.07,96.84,0.21,0.0,-3.99,2.72,2.85,Australia,Batsman,ODI,Neutral,Sri Lanka,Batting,Humid,70.29,27.42,62.3,21.62,test__static__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
